非洲	Afrique
Montehermoso	Montehermoso
Liâu-nèn	Liaoning
El Cid	Rodrigo Díaz de Vivar
Jim Morrison	Jim Morrison
Kóng-khiéu	Port
Thòi-vân Thò-yèn Koet-chi Kî-chhòng	Aéroport international Taiwan Taoyuan
Kit-lìm	Jilin
Fù-nàm	Hunan
Chhiâng-hói	Qinghai
Vì-ngâ-ngì-tshu̍k	Ouïghours
Rhône-sén	Rhône (département)
Koet-kâ Kûng-yèn	Parc national
Pâ-lì Charles-de-Gaulle Koet-chi Kî-chhòng	Aéroport de Paris-Charles-de-Gaulle
Chṳ̂-sán	Actif (comptabilité)
O-le̍t-liòng	Aurélien (empereur romain)
Fù-pet	Hubei
Sân-sî	Shanxi
Hòng-khûng Kûng-sṳ̂	Compagnie aérienne
Hò-khiéu-vân	Estuaire
Chûng-set	Brun (couleur)
Kui-chû	Guizhou
Berkelland	Berkelland
Chûng-khi Sṳ̀n-kîn Ne-thúng	Système nerveux central
Yî-fut-só	Éphèse
Ôn-tha̍t-màn Hói	Mer d'Andaman
Yok-sû-â-ki	Livre de Josué
Sî-pet Yîn-kak-làn	Angleterre du Nord-Ouest
Shám-sî-sén	Shaanxi
Tûng-pet Yîn-kak-làn	Angleterre du Nord-Est
Tûng Midlands	Midlands de l'Est
Tûng Yîn-kak-làn	Angleterre de l'Est
Tûng-nàm Yîn-kak-làn	Angleterre du Sud-Est
Sî-nàm Yîn-kak-làn	Angleterre du Sud-Ouest
模板:Commonscat	Modèle:Commonscat
Sî Midlands	Midlands de l'Ouest
Yorkshire lâu Humber	Yorkshire-et-Humber
Kòn Se-pâu	Cellule souche
Lò-mâ-sû	Épître aux Romains
Mâ-liuk-kap Hói-hia̍p	Détroit de Malacca
Yù-thai Vòng-koet	Royaume de Juda
Fî-yí Mî-koet Het-ngìn	Afro-Américains
Mà-sat-chû-set Lî-kûng Ho̍k-yen	Massachusetts Institute of Technology
Pô-sṳ-tun Thai-ho̍k	Université de Boston
Yâ-lû Thai-ho̍k	Université Yale
Lû-khái-ngî	Rukai (langue)
Nàm-pet-chêu	Dynasties du Nord et du Sud
Liû-Sùng	Dynastie Song du Sud (420-479)
Fûn-lî	Noces
Pan Chúng-thúng-chṳ	Régime semi-présidentiel
Kâ-phìn-khiùn	District de Gapyeong
Kô-sàng-khiùn (Hôn-koet)	District de Goseong (Gangwon)
Fâi-sân-khiùn	District de Goesan
Kím-sân-khiùn	District de Geumsan
Tan-yòng-khiùn (Hôn-koet)	District de Danyang
Po-ên-khiùn	District de Boeun
Fù-yì-khiùn	District de Buyeo
Sû-chhôn-khiùn	District de Seocheon
Yòng-khiéu-khiùn	District de Yanggu
Siong-yòng-khiùn	District de Yangyang
Yòng-phìn-khiùn	District de Yangpyeong
Lî-chû-sṳ	Yeoju
Liên-chhôn-khiùn	District de Yeoncheon
Yún-thùng-khiùn	District de Yeongdong
Nèn-ye̍t-khiùn	District de Yeongwol
Lî-sân-khiùn	District de Yesan
Vok-chhôn-khiùn	District de Okcheon
Yîm-sàng-khiùn	District de Eumseong
Lîn-thài-khiùn	District de Inje
Tsin-san-khiùn	District de Jeongseon
Chên-phiàng-khiùn	District de Jeungpyeong
Chṳ́n-chhôn-khiùn	District de Jincheon
Thiet-ngièn-khiùn	District de Cheorwon
Chhiâng-yòng-khiùn	District de Cheongyang
Thai-ôn-khiùn	District de Taean
Fùng-sàng-khiùn	District de Hongseong
Fùng-chhôn-khiùn	District de Hongcheon
Fà-chhôn-khiùn	District de Hwacheon
Vàng-sàng-khiùn	District de Hoengseong
Ên-phìn-sṳ	Eunpyeong-gu
Fî-li̍p-pí-sû	Épître aux Philippiens
Thiên-koet Pat-fuk	Béatitudes
Mî-koet Lièn-pâng Chún-phi Ne-thúng	Réserve fédérale des États-Unis
Kúai-é	Anoures
Hâ Sî-lî-sî-â-sén	Voïvodie de Basse-Silésie
Khù-â-vì - Pô-mî-là-nì-â-sén	Voïvodie de Couïavie-Poméranie
Lû-pu-lìm-sén	Voïvodie de Lublin
Lû-pu-sṳ̂-khà-sén	Voïvodie de Lubusz
Lò-tsṳ-sén	Voïvodie de Łódź
Séu Pô-làn-sén	Voïvodie de Petite-Pologne
Mâ-tsó-fû-sá-sén	Voïvodie de Mazovie
O-pô-lòi-sén	Voïvodie d'Opole
Khak-ngì-pâ-yèn-sân-sén	Voïvodie des Basses-Carpates
Pô-tet-là-chhia-sén	Voïvodie de Podlachie
Pô-mî-là-nì-â-sén	Voïvodie de Poméranie
Sî-lî-sî-â-sén	Voïvodie de Silésie
Sṳn-sṳ̍p-sṳ-sén	Voïvodie de Sainte-Croix
Sî Pô-mî-là-nì-â-sén	Voïvodie de Poméranie occidentale
Pâ-lùn-sî-â-sén	Province de Valence
Sat-là-kô-sat-sén	Province de Saragosse
Vùi-sṳ̂-khà-sén	Province de Huesca
Sok-lî-â-sén	Province de Soria
Hien-thoi Khì-chhâ	Hyundai Motor
Sûng-hâi-khî	Shuangxi
Kîm Tsang-ên	Kim Jong-un
Pu-nùng-ngî	Bunun (langue)
Phû-sien-ngî	Puxian
Kông-sî	Jiangxi
Wernher von Braun	Wernher von Braun
Nèn-ha	Ningxia
Lí Hién-liùng	Lee Hsien Loong
Kîm-fà-sṳ	Jinhua
Thòi-chû-sṳ	Taizhou (Zhejiang)
Phòng-châ-phú-ngî	Pendjabi
Phú-sṳ̍p-thok-ngî	Pachto
Yâ-chû	Sanglier
Chû-hói-sṳ	Zhuhai
Sân-thèu-sṳ	Shantou
Shâu-kûan-sṳ	Shaoguan
Kông-mùn-sṳ	Jiangmen
Chhám-kông-sṳ	Zhanjiang
Shàu-khin-sṳ	Zhaoqing
Fi-chiu-sṳ	Huizhou
Mòi-chiu-sṳ	Meizhou
San-mî-sṳ	Shanwei
Hò-ngièn-sṳ	Heyuan
Yòng-kông-sṳ	Yangjiang
Chhîn-yén-sṳ	Qingyuan
Tûng-kôn-sṳ	Dongguan
Chûng-sân-sṳ	Zhongshan
Chhèu-chiu-sṳ	Chaozhou
Thiên-tén-yen	Xian de Tiandeng
Liùng-chiu-yen	Xian de Longzhou
Nèn-mìn-yen	Xian de Ningming
Thai-sîn-yen	Xian de Daxin
Mâ-liuk-kap-sṳ	Malacca (ville)
Khiâu-chhṳ-sṳ	George Town (Penang)
IPhone 5	IPhone 5
Nàm-Chhî	Dynastie Qi du Sud
Mèu-li̍t-yen	Comté de Miaoli
Sṳn-chhôn-lî	Eucharistie
Fuk-chiu-sṳ	Fuzhou
Nàm-phìn-sṳ	Nanping
Phû-thièn-sṳ	Putian
Sâm-mìn-sṳ	Sanming
Tshièn-chiu-sṳ	Quanzhou
Hà-mûn-sṳ	Xiamen
Chông-chiu-sṳ	Zhangzhou
Liùng-ngâm-sṳ	Longyan
Nèn-tet-sṳ	Ningde
Sî-pak-li-â Fú	Tigre de Sibérie
Thiên-ngô-yen	Xian de Tian'e
Nàm-tan-yen	Xian de Nandan
Fung-sân-yen	Xian de Fengshan
Tûng-làn-yen	Xian de Donglan
Buren	Buren (Gueldre)
Sîn-chuk-yen	Comté de Hsinchu
Nó	Encéphale
Thông Ngiâ-mong	Johann Adam Schall von Bell
Yáng-chhiong Chín-thôn-ho̍k	Radiologie médicale
Rumia	Rumia (Pologne)
Kluczbork	Kluczbork
La̍p-tsuk	Bougie
Hiet-chiong	Plasma sanguin
Southampton	Southampton
Lu-tet-ki	Livre de Ruth
Hâ-sat-khiet-chhu̍k	Kazakhs
Yòng-mî	Anisoptera
Chit-fûn-ho̍k	Intégration (mathématiques)
Kô-lìm-tô-chhièn-sû	Première épître aux Corinthiens
Sî-pân-ngà Ti-koet	Empire espagnol
Pha̍k-yùn-khî (Kóng-chiu-sṳ)	District de Baiyun (Guangzhou)
Sṳ-sṳ̂-ki	Livre des Juges
Po-lîn-chhòi	Épinard
Pâ-set-lò-nâ-sén	Province de Barcelone
Nàm-thèu-yen	Comté de Nantou
Liuk-piên-hìn	Hexagone
Thòi-pet 101	Taipei 101
Lùn-tûn Thap-khiâu	Tower Bridge
Luì-kûng	Tonnerre
Siù-li Yún-kòn-sien-chhùng	Caenorhabditis elegans
O-pô-lòi	Opole
Sopot	Sopot
Â-sṳ̂-thù-lî-â-sṳ̂-sén Chhṳ̍t-hot-sṳ	Liste des communes des Asturies
Kám-lám-yù	Huile d'olive
Chim-sin-fi	Baptisme
Lie̍t-yî-tha̍t-sén Chhṳ̍t-hot-sṳ	Liste des communes de la province de Lleida
Vú-yî-sân-sṳ	Wuyishan
Set-vì-li-â-sén	Province de Séville
Thap-là-kô-na̍p-sén	Province de Tarragone
Provence-sén	Provence
Kî-hài Kûng-chhàng	Génie mécanique
Apeldoorn	Apeldoorn
Lìm-pó-ngî	Limbourgeois
Khái-ngì-chhái	Kielce
Bytom	Bytom
Ôn-sit-ngit	Chabbat
Khìm-sṳ̂-thok-khok-ngá	Częstochowa
Zabrze	Zabrze
Ôn-sit-ngit-fi	Église adventiste du septième jour
Jean Michel Jarre	Jean Michel Jarre
Thai Pô-làn Thi-khî Kô-yî-fû	Gorzów Wielkopolski
Là-tô-mê	Radom
Lo̍k-chham-ki-yen	Comté de Los Angeles
Słupsk	Słupsk
Sosnowiec	Sosnowiec
Gliwice	Gliwice
Yo̍k-sṳ̂	Pharmacien
Hi-kôn Yì-chhṳ̍t	Greffe (médecine)
Pâ-lùn-sî-â-sén Chhṳ̍t-hot-sṳ	Liste des communes de la province de Valence
Bielsko-Biała	Bielsko-Biała
Rybnik	Rybnik
Tân-fu̍t Se-pâu	Monocyte
Mâ-khó-fuk-yîm	Évangile selon Marc
Ruda Śląska	Ruda Śląska
Yok-thán-vòng	Jotham (roi)
Thò-yèn-yen	Comté de Taoyuan
Nò-mí	Riz gluant
Kîn-tû-fú	Préfecture de Kyoto
Kau-su	Professeur (titre)
Thai-fán-fú	Préfecture d'Osaka
Fuk-kông-yen	Préfecture de Fukuoka
Oi-yèn-yen	Préfecture d'Ehime
Kô-lìm-tô-heu-sû	Deuxième épître aux Corinthiens
Khien-mî	Culturisme
Chhùng-hièn	Lumbricina
Port Elizabeth	Port Elizabeth
Kimberley (Nàm-fî)	Kimberley (Afrique du Sud)
Yok-sâ-fap-vòng	Josaphat (Juda)
Thòi-vân Hói-hia̍p	Détroit de Taïwan
Sî Khôi-phú-sén	Cap-Occidental
Yamaguchi-yen	Préfecture de Yamaguchi
Khiâu-chhṳ Sâm-sṳ	George III (roi du Royaume-Uni)
Chûng-koet Thi-fông	Région de Chūgoku
Mî-koet Thu̍k-li̍p Siên-ngièn	Déclaration d'indépendance des États-Unis
Sâm-tshûng-yen	Préfecture de Mie
Yù-mu̍k mìn-chhu̍k	Nomadisme
Hiông-pak-su	Cèdre
Hî-pak-lòi-sû	Épître aux Hébreux
Kâ-lâ-thai-sû	Épître aux Galates
Màn-é	Anguilliformes
Sông-chhèu	Dynastie Shang
Thai-thúi	Cuisse
Pîn-khù-yen	Préfecture de Hyōgo
Kiûng-khì-yen	Préfecture de Miyazaki
Yùng-pún-yen	Préfecture de Kumamoto
Fò-phìn-sṳ	Hòa Bình
Stamford Raffles	Thomas Stamford Raffles
Sha̍m-é	Cicadidae
Tûng Khôi-phú-sén	Cap-Oriental
Fap-koet Hòng-khûng	Air France
Lie̍t-vòng-ki-song	Premier livre des Rois
Kô-lò-sî-sû	Épître aux Colossiens
Ngâ-kok-sû	Épître de Jacques
Yok-hon-yit-sû	Première épître de Jean
Fî-li-mùn-sû	Épître à Philémon
Thiap-sat-lò-nì-kâ-heu-sû	Deuxième épître aux Thessaloniciens
Thiap-sat-lò-nì-kâ-chhièn-sû	Première épître aux Thessaloniciens
Pí-tet-chhièn-sû	Première épître de Pierre
Thì-mô-thai-chhièn-sû	Première épître à Timothée
Lí Kông-yeu	Lee Kuan Yew
Chṳ̂-kâ-kô Thai-ho̍k	Université de Chicago
Tsṳ̂-fo-yen	Préfecture de Shiga
Mu-nì-het Kî-chhòng	Aéroport de Munich-Franz-Josef Strauss
Yok-hon-ngi-sû	Deuxième épître de Jean
Thì-mô-thai-heu-sû	Deuxième épître à Timothée
Thì-tô-sû	Épître à Tite
Yî-sṳ̂-lâ-ki	Livre d'Esdras
Nì-hî-mí-ki	Livre de Néhémie
Pietersburg	Pietersburg
Séu Pha̍k-Lù	Aigrette garzette
Chhòn-ngiam-phiang	Maladie infectieuse
Kôn-yàm	Hépatite
Chhûn-chiet	Nouvel an chinois
Shinzō Abe	Shinzō Abe
Mpumalanga-sén	Mpumalanga
Pet Khôi-phú-sén	Cap-du-Nord
Tó-kîn-yen	Préfecture de Shimane
Kông-sân-yen	Préfecture d'Okayama
Gauteng-sén	Gauteng
Thung-fûng	Goutte (maladie)
Chông-fa-yen	Comté de Changhua
Thai-fûn-yen	Préfecture d'Ōita
Tiâu-tshí-yen	Préfecture de Tottori
Nùng-la̍k	Calendrier chinois
Kô-tî-yen	Préfecture de Kōchi
Pha̍k-hèu	Diphtérie
Exeter	Exeter
Saint Lawrence-hò	Fleuve Saint-Laurent
Limpopo-sén	Limpopo (province)
Kô-tén Kau-yuk	Études supérieures
Sân-tá-kîn	Sandakan
Â-pí	Kota Kinabalu
Ngi̍t-pún thúng-tshṳ sṳ̀-thoi (Thòi-vân)	Taïwan sous domination japonaise
Phok Kiún-fi	Park Geun-hye
Berthierville, Québec	Berthierville
Lévis	Lévis
Thòi-nàm-sṳ	Tainan
Laval (Québec)	Laval (Québec)
Charlemagne, Québec	Charlemagne (Québec)
Mâ-lòi Pô-lî-nì-sî-â Ngî-chhu̍k	Langues malayo-polynésiennes
Fên-yòng-sṳ	Hengyang
Pet-lûn-khî	District de Beilun
Mân-chiu-tshu̍k	Mandchous
Zambrów	Zambrów
Doetinchem	Doetinchem
Zamość	Zamość
Malbork	Malbork
Groesbeek	Groesbeek
Mì-chit-fûn-ho̍k	Calcul infinitésimal
Ngo̍k-yòng-sṳ	Yueyang
BP	BP (entreprise)
Sú-thiàu	Frite
Yùn-lìm-yen	Comté de Yunlin
Kiok-tsṳ́	Orteil
Vî-liâm Â-li̍t-sân-thai (Hò-làn)	Willem-Alexander (roi des Pays-Bas)
Krasnystaw	Krasnystaw
Sî-fù-khî (Hông-chû-sṳ)	District de Xihu (Hangzhou)
Vì-tô-li-â Kóng	Victoria Harbour
Sî-kung-khî	Sai Kung (district)
Mâ-nâ-sî-vòng	Manassé (Juda)
Kî-kîm-fi	Fondation (institution)
A-hîn Kôn-yàm	Hépatite A
Yù-tsiâm-vong-khî	Yau Tsim Mong (district)
Fûng-sái	Plaqueminier
Tshṳ̍t-tshòng	Rectum
Chhṳ-yù Pâng-sén	État-Libre
Tsó-fo-yen	Préfecture de Saga
Tet-tó-yen	Préfecture de Tokushima
Fu̍t-chhṳ̂ Khiung-chṳn Sṳ̀n-siong	Imagerie par résonance magnétique
Hiông-tshon-yen	Préfecture de Kagawa
Reading, Berkshire	Reading (Berkshire)
Kâ-chû Lî-kûng Ho̍k-yen	California Institute of Technology
Vì-ngì-tshṳ-páu Thai-ho̍k	Université de Wurtzbourg
Fên-yòng-yen	Xian de Hengyang
Êu-kí-lî-tet Kí-hò	Géométrie euclidienne
Si̍t-kuk	Silicon Valley
Barneveld	Barneveld
Khiu Tha̍t-sîn	Thaksin Shinawatra
Thòi-sân-sṳ	Taishan (Guangdong)
Lièn-phìn-yen	Xian de Lianping
Kîm-kôa	Citrouille
Thai Sùn-thâ Khiùn-tó	Grandes îles de la Sonde
Elburg	Elburg
Doesburg	Doesburg
Sî-pet-sén	Nord-Ouest (Afrique du Sud)
Sien-thon	Segment (mathématiques)
Kâ-ngi-yen	Comté de Chiayi
Vûn-tai	Climat tempéré
Â-kûng	Aïeul
Thai-khi̍t-khièn	Tai-chi-chuan
Kiok-khwá	Cheville (anatomie)
Hò-làn Tâi-thi Sat-khiet-sùn-ngî	Bas saxon
Pân-kiêu-é	Tourterelle des bois
Tshòng-khì-yen	Préfecture de Nagasaki
Hà-chhèu	Dynastie Xia
Chû-vì Sṳ̀n-kîn Ne-thúng	Système nerveux périphérique
Lùn-tûn Thai-ho̍k	Université de Londres
Kip-sú	Série (mathématiques)
Nelspruit	Nelspruit
Sâ-là-ye̍t-chû	Sarawak
Â-chû Thai-phìn-yòng Kîn-tsi Ha̍p-tsok Fi-ngi	Coopération économique pour l'Asie-Pacifique
Kôan-chiet-yàm	Arthrite
Geldermalsen	Geldermalsen
Ngò-piên Yì-chhu̍k Chhṳ-chhṳ-yen	Xian autonome yi d'Ebian
Chûng-la̍k-sṳ	Chungli
Montauban	Montauban
Chhòng-sâ-sṳ	Changsha
Thai Put-lie̍t-tiên lâu Oi-ngì-làn Lièn-ha̍p Vòng-koet	Royaume-Uni de Grande-Bretagne et d'Irlande
Kiok-kiên	Talon (anatomie)
Kûng-fûn	Centimètre
Lièn-ha̍p Hòng-khûng	United Airlines
Yen-thèu	Pharynx
Hò-mí	Millimètre
Tsûng-tsang-khî (Thòi-pet-sṳ)	District de Zhongzheng
Mì-mí	Micromètre
Pâ-mâ Yâu-chhu̍k Chhṳ-chhṳ-yen	Xian autonome yao de Bama
Khi̍t-han (Sú-ho̍k)	Limite (mathématiques)
Theu-fú	Tofu
Phù-sat	Bodhisattva
Chóng-ló Kau-fi	Presbytérianisme
Hien-thoi Veloster	Hyundai Veloster
Pâ-chûng-sṳ	Bazhong
Fu̍t-kông-yen	Xian de Fogang
Sâ-pâ-chû	Sabah
Nàm-nèn-sṳ	Nanning
Ngâ-li-ôn-ngìn	Aryens
Yù-sṳn-mî-thi Koet-kâ Kûng-yèn	Parc national de Yosemite
Chhiâng-set	Cyan
Ho̍k-yen	Faculté (éducation)
Kô-hiùng-sṳ	Kaohsiung
Pet-mî Chhṳ-yù Mo-yi Hia̍p-ngi	Accord de libre-échange nord-américain
Sû-kak-làn-ngìn	Écossais (peuple)
Rustenburg	Rustenburg (Afrique du Sud)
Yen-tsong-fui	Concert
Yù-fu̍t-chû	Johor
Ngò-lò-sṳ̂ Lièn-pâng Chhṳ̍t-hot-sṳ	Villes fédérales de Russie
Fì-tshu̍k	Hui (ethnie)
Sha̍k-sṳ	Master (diplôme ou grade universitaire)
Preston, Lancashire	Preston (Lancashire)
Sî-tí-kâ-vòng	Sédécias
Sâm-koet	Trois Royaumes de Chine
Chhûn-chhiû Sṳ̀-khì	Période des Printemps et Automnes
Chan-koet Sṳ̀-khì	Période des Royaumes combattants
Mâ-liuk-kap-chû	Malacca (État)
Pietermaritzburg	Pietermaritzburg
Sú-vón	Poignet
Kit-làn-tan-chû	Kelantan
Tshông-tshu̍k	Tibétains
Pîn-sàng-chû	Penang
Blackburn	Blackburn
Chûng-sin Pha̍k-hiet-khiû	Granulocyte neutrophile
Pâng-kâ-tó	Bangka
Phìn-chhông-khiùn	District de Pyeongchang
Thai-koet Koet-chi Hòng-khûng Kûng-sṳ̂	Thai Airways International
Thai Ngi̍t-pún Ti-koet	Empire du Japon
Hiûng-nù	Xiongnu
Phit-li̍t-chû	Perak
Lùn-tûn Ti-koet Ho̍k-yen	Imperial College London
Tsen-sàng-sṳ	Zengcheng
Kui-lìm-sṳ	Guilin
Siet-làn-ngô-chû	Selangor
Tui-kok-sien	Diagonale
Fi-li-phi Liuk-sṳ	Felipe VI
Kûng-tún	Tonne
Phàng-hên-chû	Pahang
中國象棋	Xiangqi
Pit-sṳn-hak	Pizza Hut
Yim-suk Siáu-tsṳ́	Sonic
Ngo̍k-vûn-khiet-tshu̍k	Evenks
Kiu-ên	Salut (théologie)
Nàm-kîn Thai-thù-sat	Massacre de Nankin
Yún Chṳ-Hau	Yun Chi-ho
Phì-mí	Picomètre
Chûng-koet 2010-ngièn Sông-hói Sṳ-kie Pok-lám-fi	Exposition universelle de 2010
Ngiù-ngiuk	Viande bovine
Carlisle, Cumbria	Carlisle (Cumbria)
Sandomierz	Sandomierz
Ngit-tèu-kông	Rayonnement solaire
Khwon-kûan-tsiet	Hanche
Fûn-kî-hon-khiûn	Mycobacterium
Chàu-yòng-sṳ	Shaoyang
Phìn-tûng-yen	Comté de Pingtung
Chông-fa-sṳ	Changhua
Chông-phìn-sṳ	Zhangping
Chông-kâ-kie-sṳ	Zhangjiajie
Tsàu-ôn-yen	Xian de Zhao'an
Chau-phìn-yen	Xian de Zhaoping
Chṳ Sṳ̀n-kûng	Koxinga
Tsṳn-fò-yen	Xian de Zhenghe
Chin-siong-khî	District de Zhengxiang
Chṳ́n-hói-khî (Nèn-pô-sṳ)	District de Zhenhai
Tsà-yùng-yen	Xian de Zherong
Chûng-fò-khî	Chungho
Chûng-kông-yen	Xian de Zhongjiang
Chung-sân-yen	Xian de Zhongshan
Tsû-nèn-yen	Xian de Zhouning
Chon-hiuk	Zhuanxu
Chu-chû-sṳ	Zhuzhou
Nàm-sâ-khî	District de Nansha
Kûng-tshun	Décimètre
McGill Thai-ho̍k	Université McGill
Sâm-fòng Ńg-ti	Les trois Augustes et les cinq Empereurs
Sanok	Sanok
Tsṳ́-kîm-yen	Xian de Zijin
Chhṳ-liù-chiáng-khî	District de Ziliujing
Mâ-tshâ	Char
Milton Keynes	Milton Keynes
Â-mî-tshu̍k	Amis
Ên-tién	Grâce (christianisme)
Hiong-sàng-khî	District de Xiangcheng (Zhangzhou)
Hî-lìn-tên-khî	Borough londonien de Hillingdon
Chṳ̂-hîn-sṳ	Zixing
Chṳ̂-yòng-sṳ	Ziyang
Chṳ̂-ngièn-yen	Xian de Ziyuan
Sṳ̀n-chhùng	Imago
Chang Thien-chṳ́ Fat-sa Kie-son-kî Thôn-chhèn Só-mèu	Tomographie par émission de positons
Przemyśl	Przemyśl
Chhiòn-khiû Sàng-sṳ	Ville mondiale
Pî-mí	Femtomètre
Burnley	Burnley
Tûng Lùn-tûn, Tûng Khôi-phú-sén	East London
Sat-mû-ngí-ki-ha	Deuxième livre de Samuel
Li̍t-thoi-chṳ-ha	Deuxième livre des Chroniques
Lie̍t-vòng-ki-ha	Deuxième livre des Rois
Biała Podlaska	Biała Podlaska
Pet-hói-sṳ	Beihai (Guangxi)
Mafikeng	Mahikeng
Mí-sâ-yên Khiùn-tó	Visayas
Lò-pô-ôn-vòng	Roboam
Slough	Slough
Thì-mô-thai	Timothée d'Éphèse
Chho̍k-sṳ̂-lia̍p	Centromère
Tûng-hò, Néu-yok-sṳ	East River (New York)
Chhêu-fông-hìn	Hypercube
Sêm-mî-làn-chû	Negeri Sembilan
Brzeg	Brzeg
Fidel Valdez Ramos	Fidel V. Ramos
Łomża	Łomża
Siong-thâm-sṳ	Xiangtan
Thûng-tshu̍k	Dong (ethnie)
Pak-fo Kûng-sṳ̂	Grand magasin
Thòi-vân Ngièn-tshu-mìn	Autochtones de Taïwan
騷靈現象	Poltergeist
Tha̍t-vat-ngì-tshu̍k	Daur
Na̍p-sî-tshu̍k	Naxi
Outaouais	Outaouais (Québec)
Kuî-é	Tortue
Pak-sâ-sat	Balthazar (roi)
Tshièn-pí	Avant-bras
Yî-set-lie̍t Vòng-koet	Royaume d'Israël
Tshòn-fì Yâ-lu-sat-lâng Yun-thung	Back to Jerusalem
Sîn-sân-sṳ	Johor Bahru
Khiu-kîm-sân Vân	Baie de San Francisco
Li Mâ-teu	Matteo Ricci
Tshài Yîn-vùn	Tsai Ing-wen
Chełm	Chełm
Pha̍k-ngìn	Blanc (humain)
Â-ha̍p-vòng	Achab (roi)
Suwałki	Suwałki
Ngì-làn-yen	Comté de Yilan
Sî-làn-ngî	Zélandais
Epe	Epe (Gueldre)
Maidenhead	Maidenhead
Chû Khiet-lùn	Jay Chou
Winburg	Winburg
Kiú-liùng	Kowloon
Nâ-pô-nì-tha̍t	Nabonide
Kiap-kông-yen	Xian de Jiajiang
Hâ-phú-yen	Xian de Xiapu
Ngie-mí-li-ôn Lò-mâ-nok-ngî	Émilien-romagnol
Sîn-pet-sṳ	Nouveau Taipei
Hî-sî-kâ-vòng	Ézéchias
Thòi-chûng-sṳ	Taichung
IPhone 4S	IPhone 4s
Jędrzejów	Jędrzejów
Fâ-lièn-yen	Comté d'Hualien
Kîm-mùn-yen	Jinmen
Thòi-tûng-yen	Comté de Taitung
Sîn-chuk-sṳ	Hsinchu
Kâ-ngi-sṳ	Chiayi
Kî-lùng-sṳ	Keelung
Pet-thèu-khî (Thòi-pet-sṳ)	District de Beitou
Thai-ôn-khî (Thòi-pet-sṳ)	District de Daan
Sṳ-lìm-khî (Thòi-pet-sṳ)	District de Shilin
Busko-Zdrój	Busko-Zdrój
Àu-thai-li-â Ngièn	Dollar australien
Thùng-lû-yen	Xian de Tonglu
Fuk-tshîn-sṳ	Fuqing
Mò Chhiang-li ke Thung-vu̍t	Religion et alimentation
Nyèn-sân-khî	District de Yanshan
Kroonstad	Kroonstad
Chṳ́-khiâu-khiùn	District de Cau Giay
Ngo̍k-thòng-khî	District de Yuetang
Hon-ho̍k	Sinologie
Thai-thùng-khî (Thòi-pet-sṳ)	District de Datong
Nàm-kóng-khî (Thòi-pet-sṳ)	District de Nangang
Nui-fù-khî (Thòi-pet-sṳ)	District de Neihu
Tshiùng-sân-khî (Thòi-pet-sṳ)	District de Songshan (Taipei)
Van-fà-khî (Thòi-pet-sṳ)	District de Wanhua
Vùn-sân-khî (Thòi-pet-sṳ)	District de Wenshan
Sin-ngi-khî (Thòi-pet-sṳ)	District de Xinyi
Tsûng-sân-khî (Thòi-pet-sṳ)	District de Zhongshan (Taipei)
Yî-pó-sṳ	Ipoh
Ná-pô-pha-lâ-sâ-ngì	Nabopolassar
Â-pí-ngâ-vòng	Abijam
Sûn N̂g	Royaume de Wu
Pha̍k-chhu̍k	Bai (ethnie)
Pińczów	Pińczów
Aalten	Aalten
Xuxa	Xuxa
Hajnówka	Hajnówka
Phiâng-sân-sîn-khî	Nouveau district de Pingshan
Chàu-tûng-yen	Xian de Shaodong
Lai-phú-yen	Xian de Lipu
Lubartów	Lubartów
Hâu-kông-khî	District de Haojiang
Yòng-sân-yen	Xian de Yangshan
Kông-mìn-sîn-khî	Nouveau district de Guangming
Montréal-tó	Île de Montréal
IPhone 3GS	IPhone 3GS
IPhone 4	IPhone 4
IPhone 3G	IPhone 3G
Alan Dawa Dolma	Alan Dawa Dolma
Tûng-Chìn	Dynastie Jin de l'Est
Mâ-lòi-sî-â Hòng-khûng	Malaysia Airlines
Lì-tshu̍k	Li (ethnie)
Chûng-sî-khî (Hiông-kóng)	Central and Western
Mí-nâ-hien-vòng	Menahem (Roi d'Israël)
Â-ha̍p-chhia-vòng (Yî-set-lie̍t)	Ochozias (Israël)
Â-ha̍p-chhia-vòng (Yù-thai)	Ochozias (Juda)
Yok-làn-vòng (Yù-thai)	Joram (Juda)
Â-sat-li-ngâ	Ozias
Peter Nalitch	Peter Nalitch
Yâ-lò-pô-ôn yit-sṳ	Jéroboam Ier
Am-li-vòng	Omri
Nâ-tap-vòng	Nadab
Pâ-sâ-vòng	Baasa
Yâ-fu-vòng	Jéhu
Yok-sî-â-vòng	Josias
Yok-â-sṳ̂-vòng (Yù-thai)	Joas (Juda)
Sîm-li-vòng	Zimri
Yâ-lò-pô-ôn ngi-sṳ	Jéroboam II
Yî-vi-mí-lò-tha̍t	Amel-Marduk
Â-mâ-chhia-vòng	Amasias
Yî-sṳ̂-pô-sat-vòng	Ishboshet
N̂g Chok-tùng	Goh Chok Tong
Â-sat-vòng	Asa (Juda)
Â-mùn-vòng	Amon (Juda)
Chong Koet-yùng（Chong Fat-chûng）	Leslie Cheung
Lí Tên-Fî	Lee Teng-hui
Yî-lâ-vòng	Éla
Yok-ngâ-kin-vòng	Joaqim (roi de Juda)
Hò-se-â-vòng	Osée (roi)
Yok-ngâ-kîn-vòng	Joachin (roi de Juda)
Biłgoraj	Biłgoraj
Chhî Chai-Phit	Philip Jaisohn
