非洲	Afrique
Category:英國政治	Catégorie:Politique au Royaume-Uni
Category:北韓政治	Catégorie:Politique en Corée du Nord
Category:尼日利亞經濟	Catégorie:Économie du Nigeria
Category:澳門經濟	Catégorie:Économie de Macao
Category:中亞史	Catégorie:Histoire de l'Asie centrale
Category:泰國經濟	Catégorie:Économie de la Thaïlande
Category:香港經濟	Catégorie:Économie de Hong Kong
Template:BS4	Modèle:BS4bis
Category:西班牙史	Catégorie:Histoire de l'Espagne
Template:Di-no source	Modèle:Source inconnue
Category:加拿大史	Catégorie:Histoire du Canada
Category:俄羅斯軍事	Catégorie:Forces armées de Russie
Category:蘇聯軍事	Catégorie:Armée soviétique
Category:日本軍事	Catégorie:Armée japonaise
Category:法國軍事	Catégorie:Armée française
Category:東南亞史	Catégorie:Histoire de l'Asie du Sud-Est
Category:日本宗教	Catégorie:Religion au Japon
Category:南韓運動	Catégorie:Sport en Corée du Sud
Category:德國運動	Catégorie:Sport en Allemagne
Category:澳門運動	Catégorie:Sport à Macao
Category:貨幣	Catégorie:Monnaie
Template:Infobox Language/family-color	Projet:Charte graphique/Tableau des langues
Category:愛爾蘭運動	Catégorie:Sport en Irlande
Category:澳洲運動	Catégorie:Sport en Australie
Category:伊朗運動	Catégorie:Sport en Iran
Category:印度運動	Catégorie:Sport en Inde
Category:日本運動	Catégorie:Sport au Japon
Category:中國運動	Catégorie:Sport en Chine
絕色武器	Naked soldier
Category:加拿大運動	Catégorie:Sport au Canada
Category:泰國運動	Catégorie:Sport en Thaïlande
Category:香港運動	Catégorie:Sport à Hong Kong
Template:User ar-0	Modèle:Utilisateur ar-0
Category:阿根廷足球	Catégorie:Football en Argentine
Category:愛爾蘭共和國足球	Catégorie:Football en Irlande
Category:澳洲足球	Catégorie:Football en Australie
Category:中國足球	Catégorie:Football en Chine
Category:丹麥地理	Catégorie:Géographie du Danemark
Category:馬來西亞地理	Catégorie:Géographie de la Malaisie
Template:User ar-4	Modèle:Utilisateur ar-4
Category:巴西地理	Catégorie:Géographie du Brésil
Template:User ca-2	Modèle:Utilisateur ca-2
Template:User ca-3	Modèle:Utilisateur ca-3
Category:愛爾蘭地理	Catégorie:Géographie de l'Irlande
Template:User da-0	Modèle:Utilisateur da-0
Template:User da-4	Modèle:Utilisateur da-4
Category:河	Catégorie:Rivière
Category:以色列地理	Catégorie:Géographie d'Israël
Category:印尼地理	Catégorie:Géographie de l'Indonésie
Template:User fi-0	Modèle:Utilisateur fi-0
Template:User fi-2	Modèle:Utilisateur fi-2
Template:User fi-3	Modèle:Utilisateur fi-3
Category:台灣地理	Catégorie:Géographie de Taïwan
Template:User fo-1	Modèle:Utilisateur fo-1
Category:土耳其地理	Catégorie:Géographie de la Turquie
Category:芬蘭地理	Catégorie:Géographie de la Finlande
Template:User he-4	Modèle:Utilisateur he-4
Template:User ko	Modèle:Utilisateur ko
Template:User ko-0	Modèle:Utilisateur ko-0
Template:User ms-4	Modèle:Utilisateur ms-4
Category:電影史	Catégorie:Histoire du cinéma
Category:俄羅斯政區	Catégorie:Subdivision de la Russie
Template:User pl-2	Modèle:Utilisateur pl-2
Template:User pt	Modèle:Utilisateur pt
Template:User ro-2	Modèle:Utilisateur ro-2
Template:User ru-1	Modèle:Utilisateur ru-1
Category:抗議方式	Catégorie:Technique de protestation
Template:User sv-0	Modèle:Utilisateur sv-0
Category:中國江河	Catégorie:Cours d'eau de Chine
Category:各地企業家	Catégorie:Personnalité du monde des affaires par nationalité
Template:User zh-1	Modèle:Utilisateur zh-1
Category:各地籃球員	Catégorie:Joueur de basket-ball par nationalité
Template:User zh-2	Modèle:Utilisateur zh-2
Template:User zh-3	Modèle:Utilisateur zh-3
Template:User zh-4	Modèle:Utilisateur zh-4
Category:各地小說家	Catégorie:Romancier par nationalité
全國原住民日	Journée nationale des Autochtones
Category:各地音樂家	Catégorie:Musicien par nationalité
Category:各地網球手	Catégorie:Joueur de tennis par nationalité
Category:馬來西亞交通	Catégorie:Transport en Malaisie
Category:美國交通	Catégorie:Transport aux États-Unis
Category:智利文化	Catégorie:Culture chilienne
Category:埃及交通	Catégorie:Transport en Égypte
Category:日本交通	Catégorie:Transport au Japon
Category:中國交通	Catégorie:Transport en Chine
Category:台灣交通	Catégorie:Transport à Taïwan
Category:贊比亞	Catégorie:Zambie
Category:塞內加爾	Catégorie:Sénégal
Category:性罪行	Catégorie:Affaire de viol
Category:澳洲政區	Catégorie:Subdivision de l'Australie
Category:各國博物館	Catégorie:Musée par pays
Category:紐西蘭教育	Catégorie:Éducation en Nouvelle-Zélande
Category:國選舉	Catégorie:Élection par pays
Category:各地政治人	Catégorie:Personnalité politique par nationalité
Template:Infobox Computer Hardware Cpu	Modèle:Infobox Microprocesseur
Category:中國政治	Catégorie:Politique en République populaire de Chine
Category:法國政治	Catégorie:Politique en France
Category:岸	Catégorie:Géomorphologie littorale
Category:俄羅斯史	Catégorie:Histoire de la Russie
Category:中華人民共和國史	Catégorie:Histoire de la République populaire de Chine
Category:北韓軍事	Catégorie:Forces armées de la Corée du Nord
Category:香港宗教	Catégorie:Religion à Hong Kong
Category:荷蘭運動	Catégorie:Sport aux Pays-Bas
Category:美國運動	Catégorie:Sport aux États-Unis
Category:法國運動	Catégorie:Sport en France
Category:荷蘭足球	Catégorie:Football aux Pays-Bas
Category:塞拉利昂	Catégorie:Sierra Leone
Category:德國足球	Catégorie:Football en Allemagne
Category:津巴布韋	Catégorie:Zimbabwe
Category:巴西足球	Catégorie:Football au Brésil
Category:意大利足球	Catégorie:Football en Italie
Template:南斯拉夫旗資料	Modèle:Country data Yougoslavie
Category:英格蘭足球	Catégorie:Football en Angleterre
Category:葡萄牙足球	Catégorie:Football au Portugal
Template talk:你知唔知/一覽	Wikipédia:Le saviez-vous ?/Archives
Category:俄羅斯地理	Catégorie:Géographie de la Russie
Category:澳門地理	Catégorie:Géographie de Macao
Category:各國城市一覽	Catégorie:Liste de villes par pays
Category:英國地理	Catégorie:Géographie du Royaume-Uni
Category:肯雅地理	Catégorie:Géographie du Kenya
Category:索馬里	Catégorie:Somalie
Category:烏干達	Catégorie:Ouganda
Category:阿爾伯塔大學舊生	Catégorie:Étudiant de l'université de l'Alberta
Template:主客結果	Modèle:Allerretour
Category:各地泳手	Catégorie:Nageur par nationalité
Template:Multi-listen end	Modèle:Multi-son fin
Category:越南交通	Catégorie:Transport au Viêt Nam
Category:也門城市	Catégorie:Ville du Yémen
Category:新加坡交通	Catégorie:Transport à Singapour
Category:溫哥華	Catégorie:Vancouver
Category:卑詩大學舊生	Catégorie:Étudiant de l'université de la Colombie-Britannique
Category:日本戰爭	Catégorie:Guerre du Japon
Category:太空人	Catégorie:Astronaute
Category:蘇聯政治人	Catégorie:Personnalité politique d'URSS
Category:新加坡教育	Catégorie:Éducation à Singapour
Category:愛爾蘭教育	Catégorie:Éducation en Irlande
Category:中華人民共和國自治區	Catégorie:Région autonome de Chine
Category:希臘人	Catégorie:Personnalité grecque
Category:人物一覽	Catégorie:Liste de personnes
Category:挪威人	Catégorie:Personnalité norvégienne
Category:紐西蘭人	Catégorie:Personnalité néo-zélandaise
Category:南韓人	Catégorie:Personnalité sud-coréenne
Category:前109年	Catégorie:109 av. J.-C.
Category:前135年	Catégorie:135 av. J.-C.
Category:巴西人	Catégorie:Personnalité brésilienne
Category:瑞典人	Catégorie:Personnalité suédoise
Category:阿根廷人	Catégorie:Personnalité argentine
Category:英國政府	Catégorie:Gouvernement du Royaume-Uni
Category:伊拉克人	Catégorie:Personnalité irakienne
Category:印度人	Catégorie:Personnalité indienne
Category:日本人	Catégorie:Personnalité japonaise
Wikipedia:趣文	Wikipédia:Articles insolites
Category:加拿大人	Catégorie:Personnalité canadienne
Category:臺灣人	Catégorie:Personnalité taïwanaise
Category:西藏人	Catégorie:Personnalité tibétaine
Category:戲劇	Catégorie:Théâtre
Category:芬蘭人	Catégorie:Personnalité finlandaise
Category:前45年	Catégorie:45 av. J.-C.
Category:各地結他手	Catégorie:Guitariste par nationalité
Category:前479年	Catégorie:479 av. J.-C.
Category:工程師	Catégorie:Ingénieur
Category:企業家	Catégorie:Personnalité du monde des affaires
Category:罪犯	Catégorie:Personnalité condamnée pour crime
Category:書法家	Catégorie:Calligraphe
Category:語言學家	Catégorie:Linguiste
Category:北極動物	Catégorie:Faune en Arctique
Category:前70年	Catégorie:70 av. J.-C.
Category:阿根廷足球員	Catégorie:Footballeur argentin
Category:英國首相	Catégorie:Premier ministre du Royaume-Uni
Category:澳洲足球員	Catégorie:Footballeur australien
Category:巴西足球員	Catégorie:Footballeur brésilien
Category:英國足球員	Catégorie:Footballeur britannique
Category:英格蘭足球員	Catégorie:Footballeur anglais
Wikipedia:是日靚畫	Wikipédia:Image du jour
Category:喀什米爾	Catégorie:Cachemire
Category:國家同地區頂級域	Catégorie:Code internet de pays
Category:音樂明細模	Catégorie:Modèle infobox musique
Category:菲律賓	Catégorie:Philippines
Template:薩摩亞旗資料	Modèle:Country data Samoa
Template:關島旗資料	Modèle:Country data Guam
Category:油	Catégorie:Huile
Category:印第安納大學舊生	Catégorie:Étudiant de l'université de l'Indiana
Category:英國歌手	Catégorie:Chanteur britannique
Category:普林斯頓大學舊生	Catégorie:Étudiant de l'université de Princeton
Category:柏克萊加州大學舊生	Catégorie:Étudiant de l'université de Californie à Berkeley
Category:康乃爾大學舊生	Catégorie:Étudiant de l'université Cornell
Category:User nl	Catégorie:Utilisateur nl
Category:User nn-3	Catégorie:Utilisateur nn-3
Template:蘇丹旗資料	Modèle:Country data Soudan
Category:User no-2	Catégorie:Utilisateur no-2
Category:User no	Catégorie:Utilisateur no
Template:乍得旗資料	Modèle:Country data Tchad
Category:日本經濟學家	Catégorie:Économiste japonais
Category:中國考古學家	Catégorie:Archéologue chinois
Category:多倫多大學舊生	Catégorie:Étudiant de l'Université de Toronto
Category:德國科學家	Catégorie:Scientifique allemand
Category:意大利科學家	Catégorie:Scientifique italien
Category:User zh-1	Catégorie:Utilisateur zh-1
Category:User zh-4	Catégorie:Utilisateur zh-4
Category:User zh-3	Catégorie:Utilisateur zh-3
Category:User zh-2	Catégorie:Utilisateur zh-2
Category:蜂	Catégorie:Abeille
Category:德國軍人	Catégorie:Militaire allemand
Category:中國軍人	Catégorie:Militaire chinois
Category:史丹福大學舊生	Catégorie:Étudiant de l'université Stanford
Category:英國外交官	Catégorie:Diplomate britannique
Category:知識產權法	Catégorie:Propriété intellectuelle
Category:合約法	Catégorie:Droit des contrats
Category:中華人民共和國法律	Catégorie:Droit en Chine
Category:蛙	Catégorie:Anoure
Category:酸	Catégorie:Acide
Category:紙	Catégorie:Papier
Category:兔	Catégorie:Lapin ou lièvre
Category:香港編劇	Catégorie:Scénariste hongkongais
Category:經典力學	Catégorie:Mécanique classique
Category:力學	Catégorie:Mécanique
Category:韓國企業家	Catégorie:Personnalité sud-coréenne du monde des affaires
Category:日本電視劇	Catégorie:Drama japonais
Category:港產片	Catégorie:Film hongkongais
Category:紅	Catégorie:Rouge
Category:中文輸入法	Catégorie:Méthode d'encodage des caractères chinois
Category:日本企業家	Catégorie:Personnalité japonaise du monde des affaires
Category:中國企業家	Catégorie:Personnalité chinoise du monde des affaires
Category:英國結他手	Catégorie:Guitariste britannique
Category:中國太空探索	Catégorie:Programme spatial chinois
Category:美國樂隊	Catégorie:Groupe de musique américain
Category:節氣	Catégorie:Période solaire
Category:德國樂隊	Catégorie:Groupe de musique allemand
Category:亞美尼亞	Catégorie:Arménie
Category:中國武術	Catégorie:Art martial chinois
Category:太極拳	Catégorie:Tai-chi-chuan
Category:巴林	Catégorie:Bahreïn
Category:中國網站	Catégorie:Site web chinois
Category:美國籃球員	Catégorie:Joueur américain de basket-ball
Category:不丹	Catégorie:Bhoutan
Category:特殊函數	Catégorie:Fonction spéciale
Category:中國科學院院士	Catégorie:Membre de l'Académie chinoise des sciences
Category:中國科學家	Catégorie:Scientifique chinois
Category:日本漫畫家	Catégorie:Mangaka
Category:中國人類學家	Catégorie:Anthropologue chinois
Category:美國模特兒	Catégorie:Mannequin américain
Category:中國語言學家	Catégorie:Linguiste chinois
Category:中國社會學家	Catégorie:Sociologue chinois
Category:臺灣模特兒	Catégorie:Mannequin taïwanais
Category:人體解剖學	Catégorie:Anatomie humaine
Category:恐怖主義	Catégorie:Terrorisme
Category:英國物理學家	Catégorie:Physicien britannique
Category:國際貿易	Catégorie:Commerce international
Category:自殺	Catégorie:Suicide
Category:管理學	Catégorie:Management
Category:美國發明家	Catégorie:Inventeur américain
Category:日本發明家	Catégorie:Inventeur japonais
Category:新年	Catégorie:Célébrations du nouvel an
Category:國際關係	Catégorie:Relations internationales
Category:拉丁字母拼音	Catégorie:Romanisation
Template:岡比亞旗資料	Modèle:Country data Gambie
Category:占卜	Catégorie:Divination
Category:睏覺	Catégorie:Sommeil
Category:文化大革命	Catégorie:Révolution culturelle
Category:發明	Catégorie:Invention
Category:公共關係	Catégorie:Relations publiques
Category:英國演員	Catégorie:Acteur britannique
Category:海外華人	Catégorie:Diaspora chinoise
Category:中國演員	Catégorie:Acteur chinois
Category:投資	Catégorie:Gestion d'actifs
Category:已經冇咗嘅非洲國	Catégorie:Ancien pays d'Afrique
Category:聲韻學	Catégorie:Phonologie
Category:生殖	Catégorie:Reproduction
Category:教育家	Catégorie:Enseignant
Category:絕種	Catégorie:Extinction
Category:細胞呼吸	Catégorie:Respiration cellulaire
Template:Navbar-header	Modèle:Tnavbar-header
Category:郁	Catégorie:Mouvement
Category:文藝	Catégorie:Écriture
Category:金融	Catégorie:Finance
Category:歐洲政治	Catégorie:Politique en Europe
Category:每年選舉	Catégorie:Élection par année
Category:1975年選舉	Catégorie:Élection en 1975
Category:1974年選舉	Catégorie:Élection en 1974
Category:1965年選舉	Catégorie:Élection en 1965
Category:1995年選舉	Catégorie:Élection en 1995
Category:1969年選舉	Catégorie:Élection en 1969
Category:1958年選舉	Catégorie:Élection en 1958
Category:1988年選舉	Catégorie:Élection en 1988
Category:1996年選舉	Catégorie:Élection en 1996
Category:2001年選舉	Catégorie:Élection en 2001
Category:2004年選舉	Catégorie:Élection en 2004
Category:2010年選舉	Catégorie:Élection en 2010
Category:2002年選舉	Catégorie:Élection en 2002
Category:2007年選舉	Catégorie:Élection en 2007
Category:2009年選舉	Catégorie:Élection en 2009
Category:2000年選舉	Catégorie:Élection en 2000
Category:2006年選舉	Catégorie:Élection en 2006
Category:2005年選舉	Catégorie:Élection en 2005
Category:不丹選舉	Catégorie:Élection au Bhoutan
Category:俄羅斯選舉	Catégorie:Élection en Russie
Category:2011年選舉	Catégorie:Élection en 2011
Category:美國選舉	Catégorie:Élection aux États-Unis
Category:運動會	Catégorie:Compétition multisports
Category:足球賽	Catégorie:Compétition de football
Category:愛爾蘭總統	Catégorie:Président d'Irlande
Category:顯示卡	Catégorie:Carte graphique
Category:日本考古學家	Catégorie:Archéologue japonais
Category:日本化學家	Catégorie:Chimiste japonais
Category:搏擊運動	Catégorie:Sport de combat
Category:結他	Catégorie:Guitare
Category:德國小說家	Catégorie:Romancier allemand
Category:東亞運動會	Catégorie:Jeux de l'Asie de l'Est
Category:中華民國總統	Catégorie:Président de la République de Chine
Category:各城市運動	Catégorie:Sport par ville
Category:亞洲運動	Catégorie:Sport en Asie
Category:中國小說家	Catégorie:Romancier chinois
Category:各年運動	Catégorie:Chronologie du sport
Category:巴基斯坦總理	Catégorie:Premier ministre du Pakistan
Category:電視	Catégorie:Télévision
Category:樹脂	Catégorie:Résine
Category:演算法	Catégorie:Algorithme
Category:法老王	Catégorie:Pharaon
Category:巴西企業家	Catégorie:Personnalité brésilienne du monde des affaires
Category:飯	Catégorie:Riz
Category:丹麥詩人	Catégorie:Poète danois
Category:敘利亞	Catégorie:Syrie
Category:1945年死	Catégorie:Décès en 1945
Category:應用數學	Catégorie:Applications des mathématiques
Category:中國詩人	Catégorie:Poète chinois
Category:籃球	Catégorie:Basket-ball
Category:1963年死	Catégorie:Décès en 1963
Category:德意志教士	Catégorie:Théologien allemand
Category:1320年代	Catégorie:Années 1320
Category:1370年代	Catégorie:Années 1370
Category:1833年	Catégorie:1833
Category:比利時人	Catégorie:Personnalité belge
Category:1380年代	Catégorie:Années 1380
Category:1390年代	Catégorie:Années 1390
Category:1430年代	Catégorie:Années 1430
Category:1550年代	Catégorie:Années 1550
Category:1832年	Catégorie:1832
Category:1660年代	Catégorie:Années 1660
Category:1930年死	Catégorie:Décès en 1930
Category:1740年代	Catégorie:Années 1740
Category:1840年代	Catégorie:Années 1840
Category:1822年	Catégorie:1822
Category:圖	Catégorie:Diagramme
Category:俄羅斯政治人	Catégorie:Personnalité politique russe
Category:聖誕節	Catégorie:Noël
Category:1世紀	Catégorie:Ier siècle
Category:14世紀	Catégorie:XIVe siècle
Category:世紀	Catégorie:Siècle
Category:13世紀	Catégorie:XIIIe siècle
Category:16世紀	Catégorie:XVIe siècle
Category:12世紀	Catégorie:XIIe siècle
Category:2世紀	Catégorie:IIe siècle
Category:4世紀	Catégorie:IVe siècle
Category:5世紀	Catégorie:Ve siècle
Category:18世紀	Catégorie:XVIIIe siècle
Category:6世紀	Catégorie:VIe siècle
Category:8世紀	Catégorie:VIIIe siècle
Category:法國畫家	Catégorie:Peintre français
Category:民族主義	Catégorie:Nationalisme
Category:種族歧視	Catégorie:Racisme
Category:運河	Catégorie:Canal
Category:貨幣符號	Catégorie:Symbole monétaire
Category:前4世紀	Catégorie:IVe siècle av. J.-C.
Category:安全	Catégorie:Sûreté
Category:死	Catégorie:Mort
Category:鋼琴家	Catégorie:Pianiste
Category:風險	Catégorie:Risque
Category:諾貝爾生理學或醫學獎得主	Catégorie:Lauréat du prix Nobel de physiologie ou médecine
Category:俄羅斯小說家	Catégorie:Romancier russe
Category:日本歷史學家	Catégorie:Historien japonais
Category:中國史學家	Catégorie:Historien chinois
Category:宗教典籍	Catégorie:Littérature et religion
Category:西班牙政治	Catégorie:Politique en Espagne
Category:半島	Catégorie:Péninsule
Category:西班牙政治人	Catégorie:Personnalité politique espagnole
Category:法國作曲家	Catégorie:Compositeur français
Category:德國作曲家	Catégorie:Compositeur allemand
Category:英國作曲家	Catégorie:Compositeur britannique
Category:奧地利作曲家	Catégorie:Compositeur autrichien
Category:越南人	Catégorie:Personnalité vietnamienne
Category:奧運項目	Catégorie:Sport olympique
Category:展覽	Catégorie:Exposition
Category:波蘭音樂家	Catégorie:Musicien polonais
Category:羅浮宮藏品	Catégorie:Œuvre conservée au musée du Louvre
Category:印度演員	Catégorie:Acteur indien
Category:英國小說	Catégorie:Roman britannique
Category:鱷魚	Catégorie:Crocodilien
Category:印度總理	Catégorie:Premier ministre d'Inde
Category:大宋皇帝	Catégorie:Empereur de la dynastie Song
Category:大唐皇帝	Catégorie:Empereur de la dynastie Tang
Category:大明皇帝	Catégorie:Empereur de la dynastie Ming
Category:神聖羅馬帝國皇帝	Catégorie:Empereur romain germanique
Category:單車	Catégorie:Bicyclette
Category:大英帝國	Catégorie:Empire britannique
Category:中國田徑選手	Catégorie:Athlète chinois
Category:拼音	Catégorie:Romanisation des langues chinoises
Category:巴西音樂家	Catégorie:Musicien brésilien
Category:前86年	Catégorie:86 av. J.-C.
Nick D'Aloisio	Nick D'Aloisio
Category:台灣電視劇	Catégorie:Série télévisée taïwanaise
Category:西班牙運動員	Catégorie:Sportif espagnol
Category:1829年	Catégorie:1829
Category:古希臘作家	Catégorie:Écrivain de la Grèce antique
Category:巴西運動員	Catégorie:Sportif brésilien
Category:比利時運動員	Catégorie:Sportif belge
Category:泰國運動員	Catégorie:Sportif thaïlandais
Category:中華台北運動員	Catégorie:Sportif taïwanais
Category:巴西作家	Catégorie:Écrivain brésilien
Category:中國運動員	Catégorie:Sportif chinois
Category:泰國嘅府	Catégorie:Province de Thaïlande
Category:月食	Catégorie:Éclipse lunaire
Category:質數	Catégorie:Nombre premier
Category:整數	Catégorie:Nombre entier
Category:意大利作曲家	Catégorie:Compositeur italien
Category:日本作曲家	Catégorie:Compositeur japonais
Category:日本作詞家	Catégorie:Parolier japonais
Category:朝鮮作家	Catégorie:Écrivain coréen
Category:美國職業西洋拳手	Catégorie:Boxeur américain
Category:社會心理學	Catégorie:Psychologie sociale
Category:有限羣	Catégorie:Groupe fini
Category:詞綴	Catégorie:Affixe
Category:非洲種族	Catégorie:Groupe ethnique d'Afrique
Category:德國政治人	Catégorie:Personnalité politique allemande
Category:海皮	Catégorie:Côte
Category:美國政治人	Catégorie:Personnalité politique américaine
Category:巴基斯坦人	Catégorie:Personnalité pakistanaise
Category:菲律賓人	Catégorie:Personnalité philippine
Category:1988年死	Catégorie:Décès en 1988
Category:南斯拉夫人	Catégorie:Personnalité yougoslave
Category:俄羅斯人	Catégorie:Personnalité russe
Category:英國政治人	Catégorie:Personnalité politique britannique
Category:澳洲政治人	Catégorie:Personnalité politique australienne
Category:蘇格蘭人	Catégorie:Personnalité écossaise
Category:印度政治人	Catégorie:Personnalité politique indienne
Category:加拿大政治人	Catégorie:Personnalité politique canadienne
Category:印尼人	Catégorie:Personnalité indonésienne
Category:以色列人	Catégorie:Personnalité israélienne
Template:Gallery	Modèle:Gallery
Category:泰國政治人	Catégorie:Personnalité politique thaïlandaise
Category:法國政治人	Catégorie:Personnalité politique française
Category:香港人	Catégorie:Personnalité hongkongaise
Category:韓國人	Catégorie:Personnalité coréenne
Category:捷克人	Catégorie:Personnalité tchèque
Category:墨西哥人	Catégorie:Personnalité mexicaine
Category:加拿大唐人	Catégorie:Personnalité canadienne d'origine chinoise
Category:克羅地亞人	Catégorie:Personnalité croate
Category:泰國人	Catégorie:Personnalité thaïlandaise
Category:共產黨	Catégorie:Parti communiste
Category:伊拉克城市	Catégorie:Ville d'Irak
Category:虛構角色	Catégorie:Personnage de fiction
Category:愛爾蘭人	Catégorie:Personnalité irlandaise
Category:德國哲學家	Catégorie:Philosophe allemand
Category:游水衫	Catégorie:Maillot de bain
Category:海峽	Catégorie:Détroit
Category:法國戰爭	Catégorie:Guerre de l'histoire de France
Category:各地西洋拳手	Catégorie:Boxeur par nationalité
Category:三藩市	Catégorie:San Francisco
Category:尼日利亞足球員	Catégorie:Footballeur nigérian
Category:挪威足球員	Catégorie:Footballeur norvégien
Category:新疆	Catégorie:Xinjiang
Category:俄羅斯足球員	Catégorie:Footballeur russe
Category:電子音樂	Catégorie:Musique électronique
Category:搖滾樂	Catégorie:Rock
Category:爵士樂	Catégorie:Jazz
Category:日本音樂	Catégorie:Musique japonaise
Category:保加利亞足球員	Catégorie:Footballeur bulgare
Category:郵輪	Catégorie:Bateau de croisière
Category:蘇格蘭足球員	Catégorie:Footballeur écossais
Category:冥王星嘅衞星	Catégorie:Satellite naturel de Pluton
Category:烏克蘭足球員	Catégorie:Footballeur ukrainien
Category:土星嘅衞星	Catégorie:Satellite naturel de Saturne
Category:木星嘅衞星	Catégorie:Satellite naturel de Jupiter
Category:天王星	Catégorie:Uranus
Category:木星	Catégorie:Jupiter
Category:印尼足球員	Catégorie:Footballeur indonésien
Category:小行星	Catégorie:Astéroïde
粵語	Cantonais
Category:海王星	Catégorie:Neptune
Category:印歐語系	Catégorie:Langue indo-européenne
Category:法國足球員	Catégorie:Footballeur français
Category:芬蘭足球員	Catégorie:Footballeur finlandais
Category:日本漫畫作品	Catégorie:Série manga
Category:香港足球員	Catégorie:Footballeur hongkongais
Category:三角學	Catégorie:Trigonométrie
Category:眼	Catégorie:Œil
Category:盲	Catégorie:Déficience visuelle
Category:公仔	Catégorie:Poupée
Category:美國街道	Catégorie:Route des États-Unis
Category:煤	Catégorie:Charbon
Category:數學定理	Catégorie:Théorème de mathématiques
Category:量子場論	Catégorie:Théorie quantique des champs
Category:集合論	Catégorie:Théorie des ensembles
Category:瑞士畫家	Catégorie:Peintre suisse
Category:日本畫家	Catégorie:Peintre japonais
Category:聲樂	Catégorie:Musique vocale
Category:中國社會活動家	Catégorie:Militant chinois
Category:泰國嘅湖	Catégorie:Lac de Thaïlande
Category:1325年	Catégorie:1325
Category:1701年	Catégorie:1701
Category:1708年	Catégorie:1708
Category:1734年	Catégorie:1734
Category:高原	Catégorie:Plateau
Category:1736年	Catégorie:1736
Category:1742年	Catégorie:1742
Category:1745年	Catégorie:1745
Category:1771年	Catégorie:1771
Category:1789年	Catégorie:1789
Category:1796年	Catégorie:1796
Category:機場	Catégorie:Aéroport
Category:泰國機場	Catégorie:Aéroport en Thaïlande
Category:美國機場	Catégorie:Aéroport aux États-Unis
Category:1821年	Catégorie:1821
Category:1825年	Catégorie:1825
Category:國旗	Catégorie:Drapeau national
Category:1828年	Catégorie:1828
Category:1837年	Catégorie:1837
Category:1838年出世	Catégorie:Naissance en 1838
Category:1841年	Catégorie:1841
Category:銀紙	Catégorie:Billet de banque
Category:中央銀行	Catégorie:Banque centrale
Category:1850年	Catégorie:1850
Category:泰國銀行	Catégorie:Banque ayant son siège en Thaïlande
Category:地質時代	Catégorie:Échelle des temps géologiques
Category:1867年	Catégorie:1867
Category:1873年	Catégorie:1873
Category:1878年	Catégorie:1878
Category:1896年	Catégorie:1896
Category:1924年死	Catégorie:Décès en 1924
Category:1960年死	Catégorie:Décès en 1960
Category:1963年	Catégorie:1963
Category:1981年死	Catégorie:Décès en 1981
Category:1999年死	Catégorie:Décès en 1999
Category:意大利發明家	Catégorie:Inventeur italien
Category:2012年	Catégorie:2012
Category:2019年	Catégorie:2019
Category:穀物	Catégorie:Céréale
Category:元素	Catégorie:Élément chimique
Category:紐約市	Catégorie:New York
Category:日本小說	Catégorie:Roman japonais
Category:日本政治人	Catégorie:Personnalité politique japonaise
Category:菲律賓政治人	Catégorie:Personnalité politique philippine
Category:南韓政治人	Catégorie:Personnalité politique sud-coréenne
Category:埃及政治人	Catégorie:Personnalité politique égyptienne
Category:前70年死	Catégorie:Décès en 70 av. J.-C.
Category:日本運動員	Catégorie:Sportif japonais
Category:公共政策	Catégorie:Politique publique
Category:澳洲運動員	Catégorie:Sportif australien
Category:英國運動員	Catégorie:Sportif britannique
Category:香港運動員	Catégorie:Sportif hongkongais
Category:南韓運動員	Catégorie:Personnalité sud-coréenne du sport
Category:白俄羅斯運動員	Catégorie:Sportif biélorusse
Category:加拿大運動員	Catégorie:Sportif canadien
Category:中國音樂人	Catégorie:Musicien chinois
Category:樂手	Catégorie:Instrumentiste
Category:美國企業家	Catégorie:Personnalité américaine du monde des affaires
Category:前130年	Catégorie:130 av. J.-C.
Category:前130年死	Catégorie:Décès en 130 av. J.-C.
Template:中國世界遺產	Modèle:Palette Patrimoine mondial en Chine
Category:前135年出世	Catégorie:Naissance en 135 av. J.-C.
Category:美國物理學家	Catégorie:Physicien américain
Category:日本足球員	Catégorie:Footballeur japonais
Category:西班牙足球員	Catégorie:Footballeur espagnol
Category:捷克足球員	Catégorie:Footballeur tchèque
Category:塞爾維亞足球員	Catégorie:Footballeur serbe
Category:意大利足球員	Catégorie:Footballeur italien
Category:丹麥足球員	Catégorie:Footballeur danois
Category:威爾斯足球員	Catégorie:Footballeur gallois
Category:愛爾蘭共和國足球員	Catégorie:Footballeur irlandais
Category:哥倫比亞足球員	Catégorie:Footballeur colombien
Category:克羅地亞足球員	Catégorie:Footballeur croate
Category:葡萄牙足球員	Catégorie:Footballeur portugais
Category:北韓政治人	Catégorie:Personnalité politique nord-coréenne
Category:中國歌手	Catégorie:Chanteur chinois
Category:巴西歌手	Catégorie:Chanteur brésilien
Category:韓國歌星	Catégorie:Chanteur coréen
Category:南韓歌手	Catégorie:Chanteur sud-coréen
Category:爵士樂歌手	Catégorie:Chanteur de jazz
Category:男高音	Catégorie:Ténor
Category:漫畫家	Catégorie:Dessinateur de bande dessinée
Category:科學家	Catégorie:Scientifique
Category:美國泳手	Catégorie:Nageur américain
